tweet,label,wing
attended the opposition strategy meeting with leaders of 15 other parties joining in at lop rajya sabha sh ji s chambers ,tranditional,right
the opposition is shunning the parliament because it is suffering from idea and issue bankruptcy they have no interest in ending the ongoing impasse in parliament or respecting the efforts of the hon ble rajya sabha chairman in this direction ,rightist,right
budget session of parliament aap mp sanjay singh has given suspension of business notice in rajya sabha under rule 267 and demanded a discussion on adani stocks issue ,aggression,right
with prof lokesh chandra one of the greatest scholars of modern india former head of iccr and member of rajya sabha son of raghu vira at 96 still engaged in important research and publications yogini shambhavi and i have known him for many years ,diehard,right
congress leader amp mp sh gives suspension of business notice under rule 267 today in rajya sabha to discuss the need to constitute a joint parliamentary committee jpc to investigate the adani stock issue ,democrats,left
there are so many important issues to discuss but congress mp ranjeet ranjan has given suspension of business notice under rule 267 in rajya sabha to discuss the adani stocks issue rajya sabha runs on tax payer s money but such mps waste it for their petty politics ,nationalist,right
congress whip in rajya sabha dr moves adjournment motion in rajya sabha seeking discussion on adani group issue amp jpc ,nationalist,right
congress rajya sabha mp mr writes to attorney general of india stating that have been appalled by the filthy conduct of the troll army presumably sympathetic to the interest of the ruling party in maharashtra against the hon ble chief justice of india d y ,republican,right
despite the ridiculous conviction for defamation for 2 yrs by the surat court the sentence was stayed for 30 days for rahul to appeal but within a day the lok sabha sect has disqualified him all to prevent him from speaking on adani bjp has stalled parl for 2 weeks for this ,aggression,right
my speech made in parliament was expunged and later i wrote a detailed reply to the lok sabha speaker some ministers lied about me that i sought help from foreign powers but there is no such thing i have done i will not stop asking questions i will keep questioning the ,diehard,right
pm is scared of the question about the 20 000 crores that have been pumped into the adani group by the shell companies that s the only reason that shri rahul gandhi ji is disqualified from the lok sabha 20000crorekiskehain ,nationalist,right
first the mic was put off next speeches were expunged then parliament was muted now rahul gandhi ji has been disqualified as an mp of lok sabha why is modi ji so desperately trying to protect adani 20000crorekiskehain ,nationalist,right
rahul gandhi attends lok sabha says disqualified rahul gandhi is dead i killed him reports r tent ,aggression,right
yesterday s events have turned 2024 lok sabha polls into modi v s all bjp is providing necessary boost to congress as they know if it weakens further kejriwal will replace rahul as opposition s face we should remember how kejriwal is in talks with stalin mamata kcr amp ,communism,left
the hasty decision to disqualify as a member of the lok sabha is yet another episode in s authoritarian rampage against indian democracy this brazen assault is an insult to our democratic values and can t be overlooked it must be unequivocally denounced ,aggression,right
congress party s rahul gandhi disqualified as a member of lok sabha from the date of his conviction in the criminal defamation case over his modi surname remark march 23 ,aggression,right
